,bssid,dev,freq,node,signal,ssid,ap
631,a0:cf:5b:3f:bd:fd,wlan0,5300,nuc10,-66.00 dBm,TUB-intern,nuc13
632,a0:cf:5b:00:1d:8d,wlan0,5500,nuc10,-59.00 dBm,TUB-intern,nuc13
633,a0:cf:5b:fa:41:dd,wlan0,5660,nuc10,-74.00 dBm,TUB-intern,nuc13
634,a0:cf:5b:3f:bf:cd,wlan0,5240,nuc10,-79.00 dBm,TUB-intern,nuc13
635,a0:cf:5b:fa:41:dc,wlan1,5660,nuc10,-75.00 dBm,eduroam,nuc13
636,a0:cf:5b:3f:bd:fc,wlan0,5300,nuc10,-66.00 dBm,eduroam,nuc13
637,a0:cf:5b:00:1d:8c,wlan0,5500,nuc10,-73.00 dBm,eduroam,nuc13
638,a0:cf:5b:fa:41:dc,wlan0,5660,nuc10,-74.00 dBm,eduroam,nuc13
639,a0:cf:5b:9f:68:63,wlan0,2412,nuc10,-69.00 dBm,eduroam,nuc13
640,00:1b:b1:5d:b1:5a,wlan1,2462,nuc10,-51.00 dBm,eduroam.bowl.tu-berlin.de,nuc13
641,00:0b:6b:db:08:a0,wlan1,2462,nuc10,-79.00 dBm,eduroam.bowl.tu-berlin.de,nuc13
642,00:0b:6b:db:08:a0,wlan0,2462,nuc10,-80.00 dBm,eduroam.bowl.tu-berlin.de,nuc13
643,64:66:b3:ce:21:db,wlan1,2437,nuc11,-78.00 dBm,68-test,nuc13
644,64:66:b3:ce:21:db,wlan0,2437,nuc11,-52.00 dBm,68-test,nuc13
645,56:8b:3c:d0:48:b6,wlan1,5200,nuc11,-85.00 dBm,Intelligent-Mesh-5GHz,nuc13
646,56:8b:3c:d0:48:b6,wlan0,5200,nuc11,-83.00 dBm,Intelligent-Mesh-5GHz,nuc13
647,a0:cf:5b:3f:87:4d,wlan1,5660,nuc11,-79.00 dBm,TUB-intern,nuc13
648,a0:cf:5b:3f:87:4d,wlan0,5660,nuc11,-66.00 dBm,TUB-intern,nuc13
649,a0:cf:5b:3f:87:4c,wlan0,5660,nuc11,-77.00 dBm,eduroam,nuc13
650,00:1b:b1:5d:b1:5a,wlan1,2462,nuc11,-62.00 dBm,eduroam.bowl.tu-berlin.de,nuc13
651,56:8b:3c:d0:48:b6,wlan0,5200,nuc12,-68.00 dBm,Intelligent-Mesh-5GHz,nuc13
652,98:fc:11:dd:94:76,wlan0,2457,nuc12,-81.00 dBm,ResFi40,nuc13
653,a0:cf:5b:00:1d:8e,wlan1,5500,nuc12,-68.00 dBm,TUB-Guest,nuc13
654,a0:cf:5b:3f:bd:fe,wlan0,5300,nuc12,-76.00 dBm,TUB-Guest,nuc13
655,a0:cf:5b:3f:91:7e,wlan0,5260,nuc12,-79.00 dBm,TUB-Guest,nuc13
656,a0:cf:5b:9f:68:61,wlan0,2412,nuc12,-72.00 dBm,TUB-Guest,nuc13
657,a0:cf:5b:00:1d:8d,wlan1,5500,nuc12,-67.00 dBm,TUB-intern,nuc13
658,a0:cf:5b:9f:68:62,wlan1,2412,nuc12,-73.00 dBm,TUB-intern,nuc13
659,a0:cf:5b:3f:bd:fd,wlan0,5300,nuc12,-76.00 dBm,TUB-intern,nuc13
660,a0:cf:5b:3f:91:7d,wlan0,5260,nuc12,-80.00 dBm,TUB-intern,nuc13
661,a0:cf:5b:00:1d:8c,wlan1,5500,nuc12,-67.00 dBm,eduroam,nuc13
662,a0:cf:5b:3f:bd:fc,wlan0,5300,nuc12,-64.00 dBm,eduroam,nuc13
663,a0:cf:5b:3f:91:7c,wlan0,5260,nuc12,-80.00 dBm,eduroam,nuc13
664,00:0b:6b:db:08:9e,wlan1,2462,nuc12,-80.00 dBm,eduroam.bowl.tu-berlin.de,nuc13
665,00:0b:6b:db:08:a0,wlan1,2462,nuc12,-58.00 dBm,eduroam.bowl.tu-berlin.de,nuc13
666,64:66:b3:ce:21:db,wlan1,2437,nuc4,-73.00 dBm,68-test,nuc13
667,64:66:b3:ce:21:db,wlan0,2437,nuc4,-78.00 dBm,68-test,nuc13
668,56:8b:3c:d0:48:b6,wlan1,5200,nuc4,-57.00 dBm,Intelligent-Mesh-5GHz,nuc13
669,a0:cf:5b:fa:41:de,wlan1,5660,nuc4,-66.00 dBm,TUB-Guest,nuc13
670,a0:cf:5b:3f:bf:ce,wlan1,5240,nuc4,-83.00 dBm,TUB-Guest,nuc13
671,a0:cf:5b:3f:bf:ce,wlan0,5240,nuc4,-74.00 dBm,TUB-Guest,nuc13
672,a0:cf:5b:00:1d:8d,wlan1,5500,nuc4,-78.00 dBm,TUB-intern,nuc13
673,a0:cf:5b:fa:41:dd,wlan1,5660,nuc4,-77.00 dBm,TUB-intern,nuc13
674,a0:cf:5b:3f:bf:cd,wlan1,5240,nuc4,-83.00 dBm,TUB-intern,nuc13
675,a0:cf:5b:3f:bd:fd,wlan1,5300,nuc4,-83.00 dBm,TUB-intern,nuc13
676,a0:cf:5b:3f:bf:cd,wlan0,5240,nuc4,-75.00 dBm,TUB-intern,nuc13
677,a0:cf:5b:3f:bd:fd,wlan0,5300,nuc4,-80.00 dBm,TUB-intern,nuc13
678,a0:cf:5b:fa:41:dc,wlan1,5660,nuc4,-78.00 dBm,eduroam,nuc13
679,a0:cf:5b:00:1d:8c,wlan1,5500,nuc4,-78.00 dBm,eduroam,nuc13
680,a0:cf:5b:3f:bf:cc,wlan1,5240,nuc4,-83.00 dBm,eduroam,nuc13
681,a0:cf:5b:9f:68:63,wlan1,2412,nuc4,-61.00 dBm,eduroam,nuc13
682,a0:cf:5b:3f:bd:fc,wlan1,5300,nuc4,-80.00 dBm,eduroam,nuc13
683,a0:cf:5b:3f:bf:cc,wlan0,5240,nuc4,-75.00 dBm,eduroam,nuc13
684,00:1b:b1:5d:b1:5a,wlan1,2462,nuc4,-71.00 dBm,eduroam.bowl.tu-berlin.de,nuc13
685,00:1b:b1:5d:b1:5a,wlan0,2462,nuc4,-50.00 dBm,eduroam.bowl.tu-berlin.de,nuc13
686,64:66:b3:ce:21:dc,wlan1,5240,nuc6,-85.00 dBm,68,nuc13
687,64:66:b3:ce:21:dc,wlan0,5240,nuc6,-72.00 dBm,68,nuc13
688,64:66:b3:ce:21:db,wlan1,2437,nuc6,-45.00 dBm,68-test,nuc13
689,64:66:b3:ce:21:db,wlan0,2437,nuc6,-60.00 dBm,68-test,nuc13
690,a0:cf:5b:3f:bd:fe,wlan1,5300,nuc6,-58.00 dBm,TUB-Guest,nuc13
691,a0:cf:5b:3f:91:7e,wlan1,5260,nuc6,-85.00 dBm,TUB-Guest,nuc13
692,a0:cf:5b:3f:91:7e,wlan0,5260,nuc6,-78.00 dBm,TUB-Guest,nuc13
693,a0:cf:5b:3f:bd:fe,wlan0,5300,nuc6,-42.00 dBm,TUB-Guest,nuc13
694,a0:cf:5b:3f:87:4e,wlan0,5660,nuc6,-72.00 dBm,TUB-Guest,nuc13
695,a0:cf:5b:3f:bd:fd,wlan1,5300,nuc6,-58.00 dBm,TUB-intern,nuc13
696,a0:cf:5b:3f:91:7d,wlan1,5260,nuc6,-83.00 dBm,TUB-intern,nuc13
697,a0:cf:5b:3f:bd:fd,wlan0,5300,nuc6,-34.00 dBm,TUB-intern,nuc13
698,a0:cf:5b:3f:87:4d,wlan0,5660,nuc6,-72.00 dBm,TUB-intern,nuc13
699,a0:cf:5b:3f:91:7d,wlan0,5260,nuc6,-79.00 dBm,TUB-intern,nuc13
700,a0:cf:5b:3f:bd:fc,wlan1,5300,nuc6,-58.00 dBm,eduroam,nuc13
701,a0:cf:5b:3f:91:7c,wlan1,5260,nuc6,-84.00 dBm,eduroam,nuc13
702,a0:cf:5b:3f:bd:fc,wlan0,5300,nuc6,-41.00 dBm,eduroam,nuc13
703,a0:cf:5b:3f:87:4c,wlan0,5660,nuc6,-72.00 dBm,eduroam,nuc13
704,a0:cf:5b:3f:91:7c,wlan0,5260,nuc6,-68.00 dBm,eduroam,nuc13
705,02:5d:60:77:86:67,wlan1,5240,nuc6,-85.00 dBm,twist-test,nuc13
706,64:66:b3:ce:21:db,wlan0,2437,nuc10,-77.00 dBm,68-test,nuc4
707,90:72:40:10:43:8a,wlan1,2437,nuc10,-82.00 dBm,ABTC,nuc4
708,56:8b:3c:d0:48:b6,wlan1,5200,nuc10,-78.00 dBm,Intelligent-Mesh-5GHz,nuc4
709,56:8b:3c:d0:48:b6,wlan0,5200,nuc10,-62.00 dBm,Intelligent-Mesh-5GHz,nuc4
710,a0:cf:5b:fa:41:de,wlan1,5660,nuc10,-82.00 dBm,TUB-Guest,nuc4
711,a0:cf:5b:3f:bd:fe,wlan0,5300,nuc10,-65.00 dBm,TUB-Guest,nuc4
712,a0:cf:5b:00:1d:8e,wlan0,5500,nuc10,-76.00 dBm,TUB-Guest,nuc4
713,a0:cf:5b:fa:41:de,wlan0,5660,nuc10,-73.00 dBm,TUB-Guest,nuc4
714,a0:cf:5b:3f:bf:ce,wlan0,5240,nuc10,-79.00 dBm,TUB-Guest,nuc4
715,a0:cf:5b:fa:41:dd,wlan1,5660,nuc10,-83.00 dBm,TUB-intern,nuc4
716,a0:cf:5b:3f:bd:fd,wlan0,5300,nuc10,-55.00 dBm,TUB-intern,nuc4
717,a0:cf:5b:00:1d:8d,wlan0,5500,nuc10,-75.00 dBm,TUB-intern,nuc4
718,a0:cf:5b:fa:41:dd,wlan0,5660,nuc10,-74.00 dBm,TUB-intern,nuc4
719,a0:cf:5b:3f:bf:cd,wlan0,5240,nuc10,-78.00 dBm,TUB-intern,nuc4
720,a0:cf:5b:9f:68:62,wlan0,2412,nuc10,-51.00 dBm,TUB-intern,nuc4
721,a0:cf:5b:fa:41:dc,wlan1,5660,nuc10,-82.00 dBm,eduroam,nuc4
722,a0:cf:5b:3f:bd:fc,wlan0,5300,nuc10,-66.00 dBm,eduroam,nuc4
723,a0:cf:5b:00:1d:8c,wlan0,5500,nuc10,-75.00 dBm,eduroam,nuc4
724,a0:cf:5b:fa:41:dc,wlan0,5660,nuc10,-62.00 dBm,eduroam,nuc4
725,a0:cf:5b:3f:bf:cc,wlan0,5240,nuc10,-78.00 dBm,eduroam,nuc4
726,00:0b:6b:db:08:a0,wlan1,2462,nuc10,-79.00 dBm,eduroam.bowl.tu-berlin.de,nuc4
727,02:71:d9:74:ac:49,wlan1,2412,nuc10,-68.00 dBm,twist-test,nuc4
728,02:71:d9:74:ac:49,wlan0,2412,nuc10,-63.00 dBm,twist-test,nuc4
729,64:66:b3:ce:21:db,wlan1,2437,nuc11,-80.00 dBm,68-test,nuc4
730,64:66:b3:ce:21:db,wlan0,2437,nuc11,-65.00 dBm,68-test,nuc4
731,56:8b:3c:d0:48:b6,wlan1,5200,nuc11,-85.00 dBm,Intelligent-Mesh-5GHz,nuc4
732,56:8b:3c:d0:48:b6,wlan0,5200,nuc11,-82.00 dBm,Intelligent-Mesh-5GHz,nuc4
733,a0:cf:5b:3f:87:4e,wlan1,5660,nuc11,-78.00 dBm,TUB-Guest,nuc4
734,a0:cf:5b:3f:87:4e,wlan0,5660,nuc11,-78.00 dBm,TUB-Guest,nuc4
735,a0:cf:5b:3f:87:4d,wlan1,5660,nuc11,-66.00 dBm,TUB-intern,nuc4
736,a0:cf:5b:3f:87:4d,wlan0,5660,nuc11,-78.00 dBm,TUB-intern,nuc4
737,a0:cf:5b:9f:68:62,wlan0,2412,nuc11,-53.00 dBm,TUB-intern,nuc4
738,a0:cf:5b:3f:87:4c,wlan1,5660,nuc11,-78.00 dBm,eduroam,nuc4
739,a0:cf:5b:3f:87:4c,wlan0,5660,nuc11,-76.00 dBm,eduroam,nuc4
740,02:71:d9:74:ac:49,wlan1,2412,nuc11,-79.00 dBm,twist-test,nuc4
741,56:8b:3c:d0:48:b6,wlan1,5200,nuc12,-84.00 dBm,Intelligent-Mesh-5GHz,nuc4
742,56:8b:3c:d0:48:b6,wlan0,5200,nuc12,-69.00 dBm,Intelligent-Mesh-5GHz,nuc4
743,a0:cf:5b:00:1d:8e,wlan1,5500,nuc12,-68.00 dBm,TUB-Guest,nuc4
744,a0:cf:5b:9f:68:61,wlan1,2412,nuc12,-74.00 dBm,TUB-Guest,nuc4
745,a0:cf:5b:3f:bd:fe,wlan0,5300,nuc12,-76.00 dBm,TUB-Guest,nuc4
746,a0:cf:5b:3f:91:7e,wlan0,5260,nuc12,-80.00 dBm,TUB-Guest,nuc4
747,a0:cf:5b:00:1d:8d,wlan1,5500,nuc12,-57.00 dBm,TUB-intern,nuc4
748,a0:cf:5b:9f:68:62,wlan1,2412,nuc12,-73.00 dBm,TUB-intern,nuc4
749,a0:cf:5b:3f:bd:fd,wlan0,5300,nuc12,-65.00 dBm,TUB-intern,nuc4
750,a0:cf:5b:3f:91:7d,wlan0,5260,nuc12,-80.00 dBm,TUB-intern,nuc4
751,a0:cf:5b:00:1d:8c,wlan1,5500,nuc12,-68.00 dBm,eduroam,nuc4
752,a0:cf:5b:3f:bd:fc,wlan0,5300,nuc12,-76.00 dBm,eduroam,nuc4
753,a0:cf:5b:3f:91:7c,wlan0,5260,nuc12,-70.00 dBm,eduroam,nuc4
754,00:0b:6b:db:08:9e,wlan1,2462,nuc12,-81.00 dBm,eduroam.bowl.tu-berlin.de,nuc4
755,00:0b:6b:db:08:a0,wlan1,2462,nuc12,-79.00 dBm,eduroam.bowl.tu-berlin.de,nuc4
756,02:71:d9:74:ac:49,wlan1,2412,nuc12,-67.00 dBm,twist-test,nuc4
757,64:66:b3:ce:21:dc,wlan1,5240,nuc13,-56.00 dBm,68,nuc4
758,64:66:b3:ce:21:dc,wlan0,5240,nuc13,-63.00 dBm,68,nuc4
759,64:66:b3:ce:21:db,wlan1,2437,nuc13,-47.00 dBm,68-test,nuc4
760,64:66:b3:ce:21:db,wlan0,2437,nuc13,-25.00 dBm,68-test,nuc4
761,28:f0:76:71:45:92,wlan0,2462,nuc13,-76.00 dBm,MyNet,nuc4
762,a0:cf:5b:3f:bd:fe,wlan1,5300,nuc13,-79.00 dBm,TUB-Guest,nuc4
763,a0:cf:5b:3f:87:4e,wlan1,5660,nuc13,-67.00 dBm,TUB-Guest,nuc4
764,a0:cf:5b:3f:bd:fe,wlan0,5300,nuc13,-73.00 dBm,TUB-Guest,nuc4
765,a0:cf:5b:3f:87:4e,wlan0,5660,nuc13,-63.00 dBm,TUB-Guest,nuc4
766,a0:cf:5b:3f:bd:fd,wlan1,5300,nuc13,-79.00 dBm,TUB-intern,nuc4
767,a0:cf:5b:3f:87:4d,wlan1,5660,nuc13,-68.00 dBm,TUB-intern,nuc4
768,a0:cf:5b:3f:bd:fd,wlan0,5300,nuc13,-74.00 dBm,TUB-intern,nuc4
769,a0:cf:5b:3f:87:4d,wlan0,5660,nuc13,-48.00 dBm,TUB-intern,nuc4
770,a0:cf:5b:3f:bd:fc,wlan1,5300,nuc13,-74.00 dBm,eduroam,nuc4
771,a0:cf:5b:3f:87:4c,wlan1,5660,nuc13,-67.00 dBm,eduroam,nuc4
772,a0:cf:5b:3f:87:4c,wlan0,5660,nuc13,-63.00 dBm,eduroam,nuc4
773,a0:cf:5b:3d:7d:a3,wlan0,2462,nuc13,-68.00 dBm,eduroam,nuc4
774,a0:cf:5b:3f:bd:fc,wlan0,5300,nuc13,-74.00 dBm,eduroam,nuc4
775,64:66:b3:ce:21:dc,wlan1,5240,nuc6,-86.00 dBm,68,nuc4
776,64:66:b3:ce:21:dc,wlan0,5240,nuc6,-75.00 dBm,68,nuc4
777,64:66:b3:ce:21:db,wlan1,2437,nuc6,-67.00 dBm,68-test,nuc4
778,64:66:b3:ce:21:db,wlan0,2437,nuc6,-59.00 dBm,68-test,nuc4
779,56:8b:3c:d0:48:b6,wlan1,5200,nuc6,-90.00 dBm,Intelligent-Mesh-5GHz,nuc4
780,a0:cf:5b:3f:bd:fe,wlan1,5300,nuc6,-58.00 dBm,TUB-Guest,nuc4
781,a0:cf:5b:3f:91:7e,wlan1,5260,nuc6,-84.00 dBm,TUB-Guest,nuc4
782,a0:cf:5b:3f:91:7e,wlan0,5260,nuc6,-76.00 dBm,TUB-Guest,nuc4
783,a0:cf:5b:3f:bd:fe,wlan0,5300,nuc6,-45.00 dBm,TUB-Guest,nuc4
784,a0:cf:5b:3f:87:4e,wlan0,5660,nuc6,-62.00 dBm,TUB-Guest,nuc4
785,a0:cf:5b:3f:bd:fd,wlan1,5300,nuc6,-53.00 dBm,TUB-intern,nuc4
786,a0:cf:5b:3f:91:7d,wlan1,5260,nuc6,-84.00 dBm,TUB-intern,nuc4
787,a0:cf:5b:3f:bd:fd,wlan0,5300,nuc6,-31.00 dBm,TUB-intern,nuc4
788,a0:cf:5b:3f:87:4d,wlan0,5660,nuc6,-70.00 dBm,TUB-intern,nuc4
789,a0:cf:5b:3f:91:7d,wlan0,5260,nuc6,-77.00 dBm,TUB-intern,nuc4
790,a0:cf:5b:3f:bd:fc,wlan1,5300,nuc6,-58.00 dBm,eduroam,nuc4
791,a0:cf:5b:3f:91:7c,wlan1,5260,nuc6,-84.00 dBm,eduroam,nuc4
792,a0:cf:5b:3f:bd:fc,wlan0,5300,nuc6,-42.00 dBm,eduroam,nuc4
793,a0:cf:5b:3f:87:4c,wlan0,5660,nuc6,-71.00 dBm,eduroam,nuc4
794,a0:cf:5b:3f:91:7c,wlan0,5260,nuc6,-76.00 dBm,eduroam,nuc4
795,64:66:b3:ce:21:db,wlan0,2437,nuc10,-73.00 dBm,68-test,nuc4
796,56:8b:3c:d0:48:b6,wlan1,5200,nuc10,-79.00 dBm,Intelligent-Mesh-5GHz,nuc4
797,56:8b:3c:d0:48:b6,wlan0,5200,nuc10,-63.00 dBm,Intelligent-Mesh-5GHz,nuc4
798,a0:cf:5b:fa:41:de,wlan1,5660,nuc10,-80.00 dBm,TUB-Guest,nuc4
799,a0:cf:5b:3f:bd:fe,wlan0,5300,nuc10,-66.00 dBm,TUB-Guest,nuc4
800,a0:cf:5b:00:1d:8e,wlan0,5500,nuc10,-74.00 dBm,TUB-Guest,nuc4
801,a0:cf:5b:fa:41:de,wlan0,5660,nuc10,-75.00 dBm,TUB-Guest,nuc4
802,a0:cf:5b:3f:bf:ce,wlan0,5240,nuc10,-78.00 dBm,TUB-Guest,nuc4
803,a0:cf:5b:9f:68:61,wlan0,2412,nuc10,-51.00 dBm,TUB-Guest,nuc4
804,a0:cf:5b:fa:41:dd,wlan1,5660,nuc10,-79.00 dBm,TUB-intern,nuc4
805,a0:cf:5b:3f:bd:fd,wlan0,5300,nuc10,-66.00 dBm,TUB-intern,nuc4
806,a0:cf:5b:00:1d:8d,wlan0,5500,nuc10,-59.00 dBm,TUB-intern,nuc4
807,a0:cf:5b:fa:41:dd,wlan0,5660,nuc10,-74.00 dBm,TUB-intern,nuc4
808,a0:cf:5b:3f:bf:cd,wlan0,5240,nuc10,-78.00 dBm,TUB-intern,nuc4
809,a0:cf:5b:fa:41:dc,wlan1,5660,nuc10,-79.00 dBm,eduroam,nuc4
810,a0:cf:5b:3f:bd:fc,wlan0,5300,nuc10,-67.00 dBm,eduroam,nuc4
811,a0:cf:5b:00:1d:8c,wlan0,5500,nuc10,-74.00 dBm,eduroam,nuc4
812,a0:cf:5b:fa:41:dc,wlan0,5660,nuc10,-74.00 dBm,eduroam,nuc4
813,a0:cf:5b:3f:bf:cc,wlan0,5240,nuc10,-78.00 dBm,eduroam,nuc4
814,00:0b:6b:db:08:a0,wlan1,2462,nuc10,-78.00 dBm,eduroam.bowl.tu-berlin.de,nuc4
815,00:1b:b1:5d:b1:5a,wlan0,2462,nuc10,-61.00 dBm,eduroam.bowl.tu-berlin.de,nuc4
816,00:0b:6b:db:08:a0,wlan0,2462,nuc10,-79.00 dBm,eduroam.bowl.tu-berlin.de,nuc4
817,02:71:d9:74:ac:49,wlan1,5240,nuc10,-78.00 dBm,twist-test,nuc4
818,64:66:b3:ce:21:db,wlan1,2437,nuc11,-69.00 dBm,68-test,nuc4
819,64:66:b3:ce:21:db,wlan0,2437,nuc11,-68.00 dBm,68-test,nuc4
820,56:8b:3c:d0:48:b6,wlan1,5200,nuc11,-87.00 dBm,Intelligent-Mesh-5GHz,nuc4
821,56:8b:3c:d0:48:b6,wlan0,5200,nuc11,-82.00 dBm,Intelligent-Mesh-5GHz,nuc4
822,a0:cf:5b:3f:87:4e,wlan1,5660,nuc11,-77.00 dBm,TUB-Guest,nuc4
823,a0:cf:5b:3f:87:4e,wlan0,5660,nuc11,-67.00 dBm,TUB-Guest,nuc4
824,a0:cf:5b:9f:68:61,wlan0,2412,nuc11,-73.00 dBm,TUB-Guest,nuc4
825,a0:cf:5b:3f:87:4d,wlan0,5660,nuc11,-77.00 dBm,TUB-intern,nuc4
826,a0:cf:5b:9f:68:62,wlan0,2412,nuc11,-57.00 dBm,TUB-intern,nuc4
827,a0:cf:5b:3f:87:4c,wlan1,5660,nuc11,-65.00 dBm,eduroam,nuc4
828,a0:cf:5b:3f:87:4c,wlan0,5660,nuc11,-76.00 dBm,eduroam,nuc4
829,64:66:b3:ce:21:db,wlan1,2437,nuc12,-82.00 dBm,68-test,nuc4
830,64:66:b3:ce:21:db,wlan0,2437,nuc12,-80.00 dBm,68-test,nuc4
831,98:fc:11:dd:94:76,wlan0,2457,nuc12,-80.00 dBm,ResFi40,nuc4
832,a0:cf:5b:00:1d:8e,wlan1,5500,nuc12,-67.00 dBm,TUB-Guest,nuc4
833,a0:cf:5b:3f:bd:fe,wlan0,5300,nuc12,-77.00 dBm,TUB-Guest,nuc4
834,a0:cf:5b:00:1d:8d,wlan1,5500,nuc12,-55.00 dBm,TUB-intern,nuc4
835,a0:cf:5b:9f:68:62,wlan1,2412,nuc12,-74.00 dBm,TUB-intern,nuc4
836,a0:cf:5b:3f:bd:fd,wlan0,5300,nuc12,-77.00 dBm,TUB-intern,nuc4
837,a0:cf:5b:3f:91:7d,wlan0,5260,nuc12,-83.00 dBm,TUB-intern,nuc4
838,a0:cf:5b:00:1d:8c,wlan1,5500,nuc12,-67.00 dBm,eduroam,nuc4
839,a0:cf:5b:3f:bd:fc,wlan0,5300,nuc12,-79.00 dBm,eduroam,nuc4
840,00:0b:6b:db:08:9e,wlan1,2462,nuc12,-81.00 dBm,eduroam.bowl.tu-berlin.de,nuc4
841,00:0b:6b:db:08:a0,wlan1,2462,nuc12,-78.00 dBm,eduroam.bowl.tu-berlin.de,nuc4
